Alter;Geschlecht;Größe;Gewicht;Alkohol;Fastfood;Gemüse;Hauptmahlzeiten;Kalorienzählen;Rauchen;Wasser;Familie;Aktivität;Bildschirmzeit;Zwischenmahlzeit;Transportmittel;Gewichtsklasse
41;m;1,75;109,9;nie;ja;2,18;2,99;nein;nein;1,02;ja;0,9414;0;manchmal;PKW;Adipositas_II
41;m;1,75;115,8;nie;ja;2;2,7;nein;nein;1,14;ja;0,5142;0;manchmal;PKW;Adipositas_II
22;m;1,85;122,1;manchmal;ja;3;2,01;nein;nein;1,29;ja;0,1457;0;manchmal;ÖPV;Adipositas_II
22;m;1,85;122,6;manchmal;ja;3;1,97;nein;nein;1,18;ja;0,1789;0;manchmal;ÖPV;Adipositas_II
24;m;1,61;100,6;nie;ja;2,88;1,31;nein;nein;1;ja;0,1822;1,4312;manchmal;ÖPV;Adipositas_II
24;m;1,6;99,6;nie;ja;3;1,26;nein;nein;1;ja;0,8832;1,383;manchmal;ÖPV;Adipositas_II
30;m;1,77;112,5;manchmal;ja;2,3;3;nein;nein;2,07;ja;0;0,7252;manchmal;PKW;Adipositas_II
29;m;1,76;112,4;manchmal;ja;2,32;3;nein;nein;2,16;ja;0;1,2516;manchmal;PKW;Adipositas_II
25;m;1,79;115;manchmal;ja;2;3;nein;nein;2,11;ja;1,453;0,8495;manchmal;ÖPV;Adipositas_II
25;m;1,77;114,9;manchmal;ja;1,59;3;nein;nein;2,1;ja;1,544;0,0001;manchmal;ÖPV;Adipositas_II
40;m;1,72;109,3;nie;ja;2,28;3,77;nein;nein;1;ja;1,3305;0;manchmal;PKW;Adipositas_II
34;m;1,7;107;nie;ja;2,56;2,88;nein;nein;1;ja;1,9804;0;manchmal;PKW;Adipositas_II
33;m;1,7;103;nie;ja;2,6;2,18;nein;nein;1;ja;1,9855;0;manchmal;ÖPV;Adipositas_II
30;m;1,7;102,8;nie;ja;2,79;2,13;nein;nein;1,25;ja;0,6527;1,0407;manchmal;ÖPV;Adipositas_II
30;m;1,91;129,7;manchmal;ja;2,09;3;nein;nein;1,52;ja;1,8574;0;manchmal;ÖPV;Adipositas_II
29;m;1,91;129,9;manchmal;ja;2,21;3;nein;nein;1,48;ja;1,1132;0;manchmal;ÖPV;Adipositas_II
30;m;1,8;121,1;manchmal;ja;2,33;3;nein;nein;2;ja;0,8005;0,1767;manchmal;PKW;Adipositas_II
30;m;1,86;123,7;manchmal;ja;2;3;nein;nein;2,29;ja;1,034;0;manchmal;PKW;Adipositas_II
27;m;1,82;118,3;manchmal;ja;1,98;3;nein;nein;2,36;ja;0,7042;0,0107;manchmal;ÖPV;Adipositas_II
27;m;1,79;118,2;manchmal;ja;2;3;nein;nein;2,34;ja;0,8976;0,0812;manchmal;ÖPV;Adipositas_II
33;m;1,75;118,3;manchmal;ja;2,22;3;nein;nein;2,1;ja;0,766;0,2621;manchmal;PKW;Adipositas_II
32;m;1,75;120,1;manchmal;ja;2,97;3;nein;nein;2,53;ja;0,9553;1,3392;manchmal;PKW;Adipositas_II
26;m;1,77;115,1;manchmal;ja;2,39;3;nein;nein;2,16;ja;1,0799;1,073;manchmal;ÖPV;Adipositas_II
26;m;1,77;115,8;manchmal;ja;2,38;3;nein;nein;2,17;ja;1,211;1,8993;manchmal;ÖPV;Adipositas_II
30;m;1,79;112,5;manchmal;ja;2,01;3;nein;nein;2,04;ja;0;0,4742;manchmal;PKW;Adipositas_II
27;m;1,79;112,7;manchmal;ja;2,16;3;nein;nein;2,05;ja;0;1,7499;manchmal;PKW;Adipositas_II
28;m;1,82;120,8;manchmal;ja;2,97;3;nein;nein;2,81;ja;0,9821;1,192;manchmal;ÖPV;Adipositas_II
27;m;1,84;120,4;manchmal;ja;2,77;3;nein;nein;2,87;ja;0,7068;0,6779;manchmal;ÖPV;Adipositas_II
25;m;1,87;121,2;manchmal;ja;2,63;3;nein;nein;2,96;ja;1,3565;0;manchmal;ÖPV;Adipositas_II
25;m;1,8;120,9;manchmal;ja;2,2;3;nein;nein;2,51;ja;1,6647;0,1277;manchmal;ÖPV;Adipositas_II
30;m;1,76;119,1;manchmal;ja;2,62;3;nein;nein;2,19;ja;1,0769;1,091;manchmal;PKW;Adipositas_II
31;m;1,76;118,6;manchmal;ja;2,92;3;nein;nein;2,24;ja;1,0762;1,4809;manchmal;PKW;Adipositas_II
31;m;1,89;129,2;manchmal;ja;2,89;3;nein;ja;1,28;ja;0,9414;0,0083;manchmal;ÖPV;Adipositas_II
31;m;1,87;127,5;manchmal;ja;2,94;3;nein;ja;1,34;ja;0,9234;1,4323;manchmal;ÖPV;Adipositas_II
25;m;1,76;112,2;manchmal;ja;1,26;3;nein;nein;2;ja;1,3334;0,0022;manchmal;ÖPV;Adipositas_II
25;m;1,76;113,2;manchmal;ja;1,52;3;nein;nein;2,04;ja;1,5903;0,0016;manchmal;ÖPV;Adipositas_II
24;m;1,77;117,4;manchmal;ja;2,23;2,99;nein;nein;2,03;ja;0,8632;0,4499;manchmal;ÖPV;Adipositas_II
25;m;1,77;117,7;manchmal;ja;1,48;3;nein;nein;2,02;ja;1,0469;0,4609;manchmal;ÖPV;Adipositas_II
40;m;1,76;117,7;manchmal;ja;2,03;2,98;nein;nein;1,73;ja;0,4779;0;manchmal;PKW;Adipositas_II
40;m;1,76;117;manchmal;ja;2,05;2,84;nein;nein;1,73;ja;0,5843;0;manchmal;PKW;Adipositas_II
27;m;1,68;102,9;nie;ja;2,67;1,1;nein;nein;1,23;ja;0,207;1,003;manchmal;ÖPV;Adipositas_II
30;m;1,7;100,2;nie;ja;2,82;1,92;nein;nein;1;ja;1,393;0,5533;manchmal;ÖPV;Adipositas_II
23;m;1,85;121,7;manchmal;ja;3;2,51;nein;nein;1,69;ja;0,7697;0;manchmal;ÖPV;Adipositas_II
24;m;1,87;121,7;manchmal;ja;2,95;2,66;nein;nein;2,1;ja;0,8701;0;manchmal;ÖPV;Adipositas_II
23;m;1,87;121,8;manchmal;ja;2,83;2,6;nein;nein;1,84;ja;1,2848;0;manchmal;ÖPV;Adipositas_II
23;m;1,85;121,4;manchmal;ja;3;2,57;nein;nein;2,01;ja;0,9165;0;manchmal;ÖPV;Adipositas_II
24;m;1,62;98,5;nie;ja;2,96;2,43;nein;nein;1;ja;1,93;0,754;manchmal;ÖPV;Adipositas_II
27;m;1,65;99,6;nie;ja;2,94;1,85;nein;nein;1;ja;1,0899;0,716;manchmal;ÖPV;Adipositas_II
20;m;1,62;104,3;nie;ja;2,87;1,63;nein;nein;1,38;ja;0,2102;1,1631;manchmal;ÖPV;Adipositas_II
23;m;1,64;104,3;nie;ja;2,87;1,57;nein;nein;1,53;ja;0,1679;1,3683;manchmal;ÖPV;Adipositas_II
28;m;1,79;112,2;manchmal;ja;1,88;3;nein;nein;2,02;ja;0;0,3254;manchmal;PKW;Adipositas_II
30;m;1,76;112;manchmal;ja;1,75;3;nein;nein;2;ja;0;0,1145;manchmal;PKW;Adipositas_II
25;m;1,76;113,1;manchmal;ja;1,17;3;nein;nein;2,01;ja;1,2462;0,0016;manchmal;ÖPV;Adipositas_II
25;m;1,77;112,2;manchmal;ja;1,44;3;nein;nein;2;ja;1,3862;0,0013;manchmal;ÖPV;Adipositas_II
32;m;1,68;102;nie;ja;2,83;2,37;nein;nein;1;ja;1,9965;0;manchmal;ÖPV;Adipositas_II
31;m;1,67;100,5;nie;ja;2,96;2,38;nein;nein;1;ja;1,7383;0,3945;manchmal;ÖPV;Adipositas_II
28;m;1,69;99,5;nie;ja;2,77;2,3;nein;nein;1;ja;1,6217;0,1383;manchmal;ÖPV;Adipositas_II
28;m;1,69;99,7;nie;ja;2,77;2,45;nein;nein;1;ja;0,8586;0,0513;manchmal;ÖPV;Adipositas_II
31;m;1,89;129,3;manchmal;ja;2,5;3;nein;ja;1,13;ja;0,9452;1,0225;manchmal;ÖPV;Adipositas_II
31;m;1,92;130;manchmal;ja;2,11;3;nein;ja;1,01;ja;0,9875;0,0475;manchmal;ÖPV;Adipositas_II
30;m;1,84;124,1;manchmal;ja;2,47;3;nein;nein;2,66;ja;0,9944;0,3104;manchmal;ÖPV;Adipositas_II
31;m;1,87;123,2;manchmal;ja;2,59;3;nein;nein;2,3;ja;0,5979;0,1119;manchmal;ÖPV;Adipositas_II
32;m;1,75;119,2;manchmal;ja;2,15;3;nein;nein;2,13;ja;0,3935;0,3459;manchmal;PKW;Adipositas_II
31;m;1,76;118,2;manchmal;ja;2,94;3;nein;nein;2,06;ja;0,3715;1,3336;manchmal;PKW;Adipositas_II
38;m;1,75;117,9;manchmal;ja;2,54;2,92;nein;nein;1,89;ja;0,6937;0,0674;manchmal;PKW;Adipositas_II
38;m;1,76;118,7;manchmal;ja;2,61;2,99;nein;nein;1,8;ja;0,642;0,2028;manchmal;PKW;Adipositas_II
22;m;1,76;116,3;manchmal;ja;1,8;3;nein;nein;2;ja;1,6895;0,7645;manchmal;ÖPV;Adipositas_II
23;m;1,77;116,7;manchmal;ja;1,48;3;nein;nein;2;ja;1,1125;0,6904;manchmal;ÖPV;Adipositas_II
25;m;1,79;115,4;manchmal;ja;1,74;3;nein;nein;2,04;ja;1,3924;0,3917;manchmal;ÖPV;Adipositas_II
24;m;1,77;116,2;manchmal;ja;1,66;3;nein;nein;2;ja;0,9764;0,6901;manchmal;ÖPV;Adipositas_II
24;m;1,84;121;manchmal;ja;2,6;2,85;nein;nein;2,01;ja;1,52;0,2957;manchmal;ÖPV;Adipositas_II
24;m;1,82;120,8;manchmal;ja;2,23;3;nein;nein;2,36;ja;1,9437;0,6821;manchmal;ÖPV;Adipositas_II
25;m;1,83;121;manchmal;ja;3;3;nein;nein;3;ja;1,6854;0,265;manchmal;ÖPV;Adipositas_II
25;m;1,83;121;manchmal;ja;3;3;nein;nein;3;ja;1,4679;0,3436;manchmal;ÖPV;Adipositas_II
31;m;1,78;120,8;manchmal;ja;2,52;3;nein;nein;2,23;ja;0,3507;1,1403;manchmal;PKW;Adipositas_II
31;m;1,78;120,8;manchmal;ja;2,11;3;nein;nein;2,36;ja;0,4256;1,4164;manchmal;PKW;Adipositas_II
31;m;1,76;119,4;manchmal;ja;2,97;3;nein;nein;2,83;ja;0,4549;1,9158;manchmal;PKW;Adipositas_II
31;m;1,75;118,8;manchmal;ja;2,91;3;nein;nein;2,28;ja;0,6476;1,6683;manchmal;PKW;Adipositas_II
25;m;1,76;117,4;manchmal;ja;1,45;3;nein;nein;2;ja;1,3846;0,6312;manchmal;ÖPV;Adipositas_II
24;m;1,76;117,3;manchmal;ja;1,54;3;nein;nein;2;ja;1,6319;0,6314;manchmal;ÖPV;Adipositas_II
23;m;1,75;119,4;manchmal;ja;1,89;3;nein;nein;2;ja;1,9174;0,9365;manchmal;ÖPV;Adipositas_II
23;m;1,76;119,2;manchmal;ja;2,01;2,95;nein;nein;1,97;ja;1,5874;0,8389;manchmal;ÖPV;Adipositas_II
40;m;1,71;108;nie;ja;2,49;3,76;nein;nein;1;ja;1,8608;0;manchmal;PKW;Adipositas_II
37;m;1,74;106,4;nie;ja;2,54;2,9;nein;nein;1;ja;1,669;0;manchmal;PKW;Adipositas_II
34;m;1,68;102,5;nie;ja;2,81;2,37;nein;nein;1;ja;1,9794;0;manchmal;ÖPV;Adipositas_II
34;m;1,71;103,1;nie;ja;2,56;2,1;nein;nein;1,46;ja;1,1679;0,4123;manchmal;ÖPV;Adipositas_II
23;m;1,85;121,6;manchmal;ja;3;2,27;nein;nein;1,56;ja;0,7968;0;manchmal;ÖPV;Adipositas_II
23;m;1,85;121,7;manchmal;ja;2,92;2,69;nein;nein;1,81;ja;0,4786;0;manchmal;ÖPV;Adipositas_II
23;m;1,85;122,1;manchmal;ja;3;2,28;nein;nein;1,59;ja;0,9328;0;manchmal;ÖPV;Adipositas_II
22;m;1,87;121,5;manchmal;ja;2,84;2,68;nein;nein;1,71;ja;0,9373;0;manchmal;ÖPV;Adipositas_II
24;m;1,61;100,8;nie;ja;2,88;1,49;nein;nein;1,01;ja;1,0011;1,0984;manchmal;ÖPV;Adipositas_II
24;m;1,6;100,2;nie;ja;3;1,02;nein;nein;1;ja;0,2331;1,7074;manchmal;ÖPV;Adipositas_II
20;m;1,62;103,4;nie;ja;2,77;1,24;nein;nein;1,41;ja;0,1653;0,8626;manchmal;ÖPV;Adipositas_II
23;m;1,61;100,6;nie;ja;3;1,15;nein;nein;1,24;ja;1,1293;1,6656;manchmal;ÖPV;Adipositas_II
29;m;1,76;113,5;manchmal;ja;2,32;3;nein;nein;2,16;ja;0;1,4655;manchmal;PKW;Adipositas_II
30;m;1,76;113,2;manchmal;ja;2,18;3;nein;nein;2,09;ja;0;1,439;manchmal;PKW;Adipositas_II
27;m;1,76;112,3;manchmal;ja;1,92;3;nein;nein;2,01;ja;0,1768;0,5117;manchmal;PKW;Adipositas_II
25;m;1,76;112,3;manchmal;ja;1,4;3;nein;nein;2,02;ja;0,6654;0,0622;manchmal;PKW;Adipositas_II
26;m;1,78;115,3;manchmal;ja;2,19;3;nein;nein;2,1;ja;1,3253;0,381;manchmal;ÖPV;Adipositas_II
26;m;1,79;114,5;manchmal;ja;2,1;3;nein;nein;2,1;ja;1,2812;0,2473;manchmal;ÖPV;Adipositas_II
26;m;1,77;114,2;manchmal;ja;2,08;3;nein;nein;2,14;ja;1,5018;0,2763;manchmal;ÖPV;Adipositas_II
26;m;1,77;114,1;manchmal;ja;1,63;3;nein;nein;2,11;ja;1,353;0,0767;manchmal;ÖPV;Adipositas_II
30;m;1,76;111,6;manchmal;ja;1,26;3,22;nein;nein;1,98;ja;0,4826;0;manchmal;PKW;Adipositas_II
30;m;1,76;112;manchmal;ja;1,07;3,66;nein;nein;1,98;ja;0,0542;0;manchmal;PKW;Adipositas_II
41;m;1,75;109,8;nie;ja;2,31;3,22;nein;nein;1,01;ja;1,158;0;manchmal;PKW;Adipositas_II
41;m;1,74;111,2;nie;ja;2,29;2,85;nein;nein;1,87;ja;0,917;0;manchmal;PKW;Adipositas_II
30;m;1,7;103,7;nie;ja;2,58;2,19;nein;nein;1,38;ja;1,9283;0,4137;manchmal;ÖPV;Adipositas_II
33;m;1,7;103,3;nie;ja;2,68;2,42;nein;nein;1;ja;1,9873;0;manchmal;ÖPV;Adipositas_II
31;m;1,68;102;nie;ja;2,94;2,14;nein;nein;1,25;ja;1,1818;0,7784;manchmal;ÖPV;Adipositas_II
30;m;1,7;102,6;nie;ja;2,65;1,08;nein;nein;1,35;ja;0,3274;0,3869;manchmal;ÖPV;Adipositas_II
31;m;1,88;127,2;manchmal;ja;2,73;3;nein;ja;1,49;ja;1,486;1,1504;manchmal;ÖPV;Adipositas_II
31;m;1,91;129;manchmal;ja;2,22;3;nein;ja;1,59;ja;1,392;0,9177;manchmal;ÖPV;Adipositas_II
30;m;1,91;129,2;manchmal;ja;2,43;3;nein;nein;1,34;ja;1,6381;0,0903;manchmal;ÖPV;Adipositas_II
31;m;1,91;129,2;manchmal;ja;2,5;3;nein;nein;1,36;ja;1,1441;0,1732;manchmal;ÖPV;Adipositas_II
31;m;1,78;120,6;manchmal;ja;2,67;3;nein;nein;2,15;ja;0,8827;0,5939;manchmal;PKW;Adipositas_II
32;m;1,77;120,2;manchmal;ja;2,58;3;nein;nein;2,08;ja;1,0427;0,3767;manchmal;PKW;Adipositas_II
31;m;1,78;120,6;manchmal;ja;2,34;3;nein;nein;2,3;ja;0,5652;0,922;manchmal;PKW;Adipositas_II
31;m;1,77;120,3;manchmal;ja;2,12;3;nein;nein;2,19;ja;0,9928;1,5561;manchmal;PKW;Adipositas_II
27;m;1,82;119,6;manchmal;ja;2,25;3;nein;nein;2,72;ja;0,7636;0;manchmal;ÖPV;Adipositas_II
27;m;1,84;120;manchmal;ja;2,24;3;nein;nein;2,8;ja;0,8395;0;manchmal;ÖPV;Adipositas_II
26;m;1,85;117,6;manchmal;ja;2,13;3;nein;nein;2,53;ja;1,0033;0,0266;manchmal;ÖPV;Adipositas_II
26;m;1,83;117,8;manchmal;ja;2,07;3;nein;nein;2,54;ja;1,218;0,0383;manchmal;ÖPV;Adipositas_II
38;m;1,75;118,1;manchmal;ja;2,07;3;nein;nein;2,02;ja;0,1314;0;manchmal;PKW;Adipositas_II
38;m;1,76;117,9;manchmal;ja;2,15;2,89;nein;nein;2,04;ja;0,8523;0;manchmal;PKW;Adipositas_II
28;m;1,82;120,7;manchmal;ja;3;3;nein;nein;2,72;ja;0,7399;0,9721;manchmal;PKW;Adipositas_II
28;m;1,81;119,5;manchmal;ja;2,91;3;nein;nein;2,5;ja;0,9468;0,7857;manchmal;PKW;Adipositas_II
25;m;1,77;114,2;manchmal;ja;2,16;3;nein;nein;2,12;ja;1,3315;0,0529;manchmal;ÖPV;Adipositas_II
26;m;1,77;114,3;manchmal;ja;2,18;3;nein;nein;2,13;ja;1,3065;0,0793;manchmal;ÖPV;Adipositas_II
26;m;1,76;115,1;manchmal;ja;2,22;3;nein;nein;2,17;ja;1,315;0,689;manchmal;ÖPV;Adipositas_II
26;m;1,77;115,5;manchmal;ja;2,2;3;nein;nein;2,16;ja;1,2894;1,2208;manchmal;ÖPV;Adipositas_II
30;m;1,77;112,3;manchmal;ja;1,95;3;nein;nein;2,04;ja;0;0,6181;manchmal;PKW;Adipositas_II
30;m;1,76;112,4;manchmal;ja;2,26;3;nein;nein;2,12;ja;0;0,8476;manchmal;PKW;Adipositas_II
27;m;1,78;113,2;manchmal;ja;2,22;3;nein;nein;2,09;ja;0,5459;1,7429;manchmal;PKW;Adipositas_II
28;m;1,77;113,2;manchmal;ja;2,31;3;nein;nein;2,15;ja;0;1,5785;manchmal;PKW;Adipositas_II
26;m;1,89;121,1;manchmal;ja;2,42;3;nein;nein;2,9;ja;1,2436;0,5556;manchmal;ÖPV;Adipositas_II
27;m;1,83;120,9;manchmal;ja;2,64;3;nein;nein;2,97;ja;1,1596;0,7589;manchmal;ÖPV;Adipositas_II
28;m;1,81;120,4;manchmal;ja;2,97;3;nein;nein;2,57;ja;0,6903;1,3397;manchmal;ÖPV;Adipositas_II
27;m;1,81;119,8;manchmal;ja;2,35;3;nein;nein;2,73;ja;0,6894;0,1887;manchmal;ÖPV;Adipositas_II
23;m;1,86;121,3;manchmal;ja;2,65;2,57;nein;nein;1,78;ja;1,1705;0;manchmal;ÖPV;Adipositas_II
23;m;1,87;121,5;manchmal;ja;2,74;2,74;nein;nein;1,82;ja;1,0948;0;manchmal;ÖPV;Adipositas_II
24;m;1,78;120,9;manchmal;ja;2,59;2,96;nein;nein;2,31;ja;1,4852;0,2818;manchmal;ÖPV;Adipositas_II
24;m;1,79;120,9;manchmal;ja;2,61;2,75;nein;nein;2,36;ja;1,1417;0,063;manchmal;ÖPV;Adipositas_II
31;m;1,76;120;manchmal;ja;2,77;3;nein;nein;2,17;ja;1,0893;1,1984;manchmal;PKW;Adipositas_II
31;m;1,77;120,2;manchmal;ja;2,78;3;nein;nein;2,11;ja;0,9259;0,2916;manchmal;PKW;Adipositas_II
32;m;1,75;118,3;manchmal;ja;2,23;3;nein;nein;2,15;ja;0,8868;0,4779;manchmal;PKW;Adipositas_II
30;m;1,76;118,4;manchmal;ja;2,57;3;nein;nein;2,22;ja;1,0182;1,1529;manchmal;PKW;Adipositas_II
31;m;1,85;125,1;manchmal;ja;2,5;3;nein;ja;1,66;ja;0,9924;0,2176;manchmal;ÖPV;Adipositas_II
31;m;1,84;126;manchmal;ja;2,15;3;nein;ja;1,49;ja;0,8835;0,5278;manchmal;ÖPV;Adipositas_II
31;m;1,83;125;manchmal;ja;2,02;3;nein;nein;1,83;ja;0,7972;0,1855;manchmal;ÖPV;Adipositas_II
31;m;1,86;126,4;manchmal;ja;2,93;3;nein;nein;1,51;ja;0,9028;1,0155;manchmal;ÖPV;Adipositas_II
25;m;1,76;113,1;manchmal;ja;1,41;3;nein;nein;2;ja;1,5928;0,0019;manchmal;ÖPV;Adipositas_II
25;m;1,76;112,8;manchmal;ja;1,29;3;nein;nein;2,01;ja;1,3762;0,0015;manchmal;ÖPV;Adipositas_II
25;m;1,77;114,1;manchmal;ja;1,62;3;nein;nein;2,08;ja;1,5389;0,3569;manchmal;ÖPV;Adipositas_II
25;m;1,77;114;manchmal;ja;1,53;3;nein;nein;2,08;ja;1,5224;0,2286;manchmal;ÖPV;Adipositas_II
26;m;1,8;117,9;manchmal;ja;2,04;3;nein;nein;2,44;ja;1,0163;0,02;manchmal;ÖPV;Adipositas_II
25;m;1,79;117,8;manchmal;ja;2,19;2,99;nein;nein;2,44;ja;1,0559;0,1453;manchmal;ÖPV;Adipositas_II
25;m;1,8;118,3;manchmal;ja;1,43;3;nein;nein;2,1;ja;1,1109;0,197;manchmal;ÖPV;Adipositas_II
25;m;1,84;118,4;manchmal;ja;1,84;3;nein;nein;2,5;ja;1,226;0,0782;manchmal;ÖPV;Adipositas_II
37;m;1,76;118,4;manchmal;ja;2,14;2,99;nein;nein;1,89;ja;0,6153;0;manchmal;PKW;Adipositas_II
38;m;1,75;119,2;manchmal;ja;2,5;2,99;nein;nein;1,96;ja;0,6081;0,6468;manchmal;PKW;Adipositas_II
39;m;1,77;117,8;manchmal;ja;2,23;2,92;nein;nein;1,83;ja;0,7563;0;manchmal;PKW;Adipositas_II
38;m;1,77;118,1;manchmal;ja;2,24;2,91;nein;nein;1,9;ja;0,8222;0;manchmal;PKW;Adipositas_II
25;m;1,6;101;nie;ja;3;1,13;nein;nein;1,27;ja;0,0731;1,5519;manchmal;ÖPV;Adipositas_II
27;m;1,69;103,2;nie;ja;2,65;1,12;nein;nein;1,15;ja;0,2169;0,619;manchmal;ÖPV;Adipositas_II
34;m;1,71;103,3;nie;ja;2,53;2,04;nein;nein;1;ja;1,6704;0,024;manchmal;ÖPV;Adipositas_II
33;m;1,7;102,8;nie;ja;2,74;2,02;nein;nein;1;ja;1,9779;0,0564;manchmal;ÖPV;Adipositas_II
24;m;1,83;121;manchmal;ja;2,68;2,71;nein;nein;2,73;ja;1,156;0,4425;manchmal;ÖPV;Adipositas_II
23;m;1,85;121,2;manchmal;ja;3;2,7;nein;nein;2,63;ja;0,9754;0;manchmal;ÖPV;Adipositas_II
24;m;1,77;119,1;manchmal;ja;2,43;3;nein;nein;2,02;ja;1,5803;0,5318;manchmal;ÖPV;Adipositas_II
25;m;1,79;118,4;manchmal;ja;1,47;3;nein;nein;2,07;ja;1,0822;0,1505;manchmal;ÖPV;Adipositas_II
25;m;1,85;121,3;manchmal;ja;2,91;2,89;nein;nein;2,44;ja;1,2667;0,3622;manchmal;ÖPV;Adipositas_II
24;m;1,87;121,5;manchmal;ja;2,81;2,68;nein;nein;2,64;ja;1,2802;0;manchmal;ÖPV;Adipositas_II
23;m;1,82;120,8;manchmal;ja;2,64;2,81;nein;nein;1,97;ja;1,5254;0,3156;manchmal;ÖPV;Adipositas_II
23;m;1,82;120,3;manchmal;ja;3;2,79;nein;nein;2,63;ja;1,1949;0,0349;manchmal;ÖPV;Adipositas_II
24;m;1,61;100,2;nie;ja;2,88;1,7;nein;nein;1,01;ja;1,0767;1,058;manchmal;ÖPV;Adipositas_II
24;m;1,61;100,1;nie;ja;2,89;1,69;nein;nein;1,01;ja;0,5031;1,2179;manchmal;ÖPV;Adipositas_II
31;m;1,65;101,1;nie;ja;2,91;2,27;nein;nein;1;ja;1,8899;0,3788;manchmal;ÖPV;Adipositas_II
31;m;1,65;102,6;nie;ja;2,92;2,14;nein;nein;1,18;ja;0,9586;0,6363;manchmal;ÖPV;Adipositas_II
20;m;1,66;105,6;nie;ja;2,72;1,44;nein;nein;1,59;ja;0,0296;1,1221;manchmal;ÖPV;Adipositas_II
21;m;1,64;101,1;nie;ja;2,8;1,34;nein;nein;1,13;ja;0,234;0,82;manchmal;ÖPV;Adipositas_II
26;m;1,66;104,3;nie;ja;2,75;1,21;nein;nein;1,45;ja;0,1285;1,239;manchmal;ÖPV;Adipositas_II
27;m;1,69;102,6;nie;ja;2,68;1,09;nein;nein;1,37;ja;0,1813;1,0417;manchmal;ÖPV;Adipositas_II
26;w;1,61;102,1;manchmal;ja;3;3;nein;nein;1,02;ja;0,0509;1;manchmal;ÖPV;Adipositas_III
26;w;1,58;105,1;manchmal;ja;3;3;nein;nein;1,2;ja;0;0,5348;manchmal;ÖPV;Adipositas_III
18;w;1,79;137,9;manchmal;ja;3;3;nein;nein;2,84;ja;1,9903;0,7359;manchmal;ÖPV;Adipositas_III
18;w;1,8;149,9;manchmal;ja;3;3;nein;nein;2,18;ja;1,9956;0,9397;manchmal;ÖPV;Adipositas_III
26;w;1,66;111,9;manchmal;ja;3;3;nein;nein;2,77;ja;0;0,1384;manchmal;ÖPV;Adipositas_III
26;w;1,6;105,4;manchmal;ja;3;3;nein;nein;1,03;ja;0;0,3747;manchmal;ÖPV;Adipositas_III
26;w;1,68;105;manchmal;ja;3;3;nein;nein;1,67;ja;0,2104;0,7342;manchmal;ÖPV;Adipositas_III
26;w;1,68;109,9;manchmal;ja;3;3;nein;nein;1,47;ja;0,144;0,4445;manchmal;ÖPV;Adipositas_III
22;w;1,66;121,2;manchmal;ja;3;3;nein;nein;1,35;ja;0,463;0,3179;manchmal;ÖPV;Adipositas_III
21;w;1,69;133,8;manchmal;ja;3;3;nein;nein;1,34;ja;1,9263;0,8861;manchmal;ÖPV;Adipositas_III
26;w;1,62;110;manchmal;ja;3;3;nein;nein;2,68;ja;0;0,4793;manchmal;ÖPV;Adipositas_III
26;w;1,58;110,5;manchmal;ja;3;3;nein;nein;2,58;ja;0;0,4924;manchmal;ÖPV;Adipositas_III
21;w;1,73;131,5;manchmal;ja;3;3;nein;nein;1,3;ja;1,7425;0,9423;manchmal;ÖPV;Adipositas_III
23;w;1,66;114,5;manchmal;ja;3;3;nein;nein;2,41;ja;0,1941;0,8031;manchmal;ÖPV;Adipositas_III
21;w;1,75;127,9;manchmal;ja;3;3;nein;nein;1,71;ja;0,3909;0,9986;manchmal;ÖPV;Adipositas_III
21;w;1,73;152,1;manchmal;ja;3;3;nein;nein;2,37;ja;0,7501;0,6715;manchmal;ÖPV;Adipositas_III
19;w;1,75;133,8;manchmal;ja;3;3;nein;nein;2,87;ja;1,4659;0,6279;manchmal;ÖPV;Adipositas_III
24;w;1,72;114,5;manchmal;ja;3;3;nein;nein;2,99;ja;0,3893;0,5268;manchmal;ÖPV;Adipositas_III
26;w;1,63;111,9;manchmal;ja;3;3;nein;nein;2,74;ja;0;0,0371;manchmal;ÖPV;Adipositas_III
26;w;1,64;111,9;manchmal;ja;3;3;nein;nein;2,62;ja;0;0,1386;manchmal;ÖPV;Adipositas_III
26;w;1,65;104,8;manchmal;ja;3;3;nein;nein;2,61;ja;0,2463;0,8021;manchmal;ÖPV;Adipositas_III
26;w;1,63;107,5;manchmal;ja;3;3;nein;nein;2,69;ja;0;0,4107;manchmal;ÖPV;Adipositas_III
21;w;1,74;130,9;manchmal;ja;3;3;nein;nein;1,85;ja;1,4636;0,9623;manchmal;ÖPV;Adipositas_III
24;w;1,74;132,5;manchmal;ja;3;3;nein;nein;2,87;ja;0,9739;0,5835;manchmal;ÖPV;Adipositas_III
26;w;1,58;102;manchmal;ja;3;3;nein;nein;1;ja;0,0081;1;manchmal;ÖPV;Adipositas_III
26;w;1,61;103;manchmal;ja;3;3;nein;nein;1,08;ja;0,1621;0,8246;manchmal;ÖPV;Adipositas_III
18;w;1,82;142,1;manchmal;ja;3;3;nein;nein;2,71;ja;1,9998;0,8138;manchmal;ÖPV;Adipositas_III
18;w;1,83;152,7;manchmal;ja;3;3;nein;nein;2,15;ja;1,9999;0,9575;manchmal;ÖPV;Adipositas_III
26;w;1,66;112;manchmal;ja;3;3;nein;nein;2,89;ja;0;0,0193;manchmal;ÖPV;Adipositas_III
